CandidateID,Name,Age,Skill_Id,Interest_ID,Education,Location,SuggestedInternship
54,Alice1567,30,6,9,B.Tech,Mumbai,Data Analyst Intern
55,Alice1567,30,6,9,B.Tech,Mumbai,Data Analyst Intern
56,Alice162,21,207,16,BA,Pune,Cloud Developer Intern
57,Alice1629,28,204,3,B.Tech,Pune,Web Developer Intern
58,Alice1629,28,204,3,B.Tech,Pune,Web Developer Intern
59,Alice1668,27,205,20,BA,Pune,Web Developer Intern
60,Alice1668,27,205,20,BA,Pune,Web Developer Intern
61,Alice1675,22,6,7,B.Com,Chennai,Backend Developer Intern
62,Alice1675,22,6,7,B.Com,Chennai,Backend Developer Intern
63,Alice1675,22,6,7,B.Com,Chennai,Backend Developer Intern
64,Alice1675,22,6,7,B.Com,Chennai,Backend Developer Intern
65,Alice1675,22,6,7,B.Com,Chennai,Backend Developer Intern
66,Alice1675,22,6,7,B.Com,Chennai,Backend Developer Intern
67,Alice1728,24,7,21,B.Tech,Pune,Frontend Developer Intern
68,Alice1728,24,7,21,B.Tech,Pune,Frontend Developer Intern
69,Alice1728,24,7,21,B.Tech,Pune,Frontend Developer Intern
70,Alice1740,30,125,21,MCA,Delhi,ML Engineer Intern
71,Alice1740,30,125,21,MCA,Delhi,ML Engineer Intern
72,Alice1745,28,11,10,BCA,Pune,Frontend Developer Intern
73,Alice1745,28,11,10,BCA,Pune,Frontend Developer Intern
74,Alice1745,28,11,10,BCA,Pune,Frontend Developer Intern
75,Alice1766,30,54,1,BA,Bangalore,Data Analyst Intern
76,Alice1766,30,54,1,BA,Bangalore,Data Analyst Intern
77,Alice1812,20,64,12,BA,Bangalore,Cloud Developer Intern
78,Alice1829,26,4,1,MCA,Mumbai,Data Analyst Intern
79,Alice1829,26,4,1,MCA,Mumbai,Data Analyst Intern
80,Alice1869,29,4,15,BCA,Delhi,ML Engineer Intern
81,Alice1889,28,59,20,BCA,Chennai,Backend Developer Intern
82,Alice1889,28,59,20,BCA,Chennai,Backend Developer Intern
83,Alice1889,28,59,20,BCA,Chennai,Backend Developer Intern
84,Alice1889,28,59,20,BCA,Chennai,Backend Developer Intern
85,Alice1889,28,59,20,BCA,Chennai,Backend Developer Intern
86,Alice1889,28,59,20,BCA,Chennai,Backend Developer Intern
87,Alice1930,21,16,14,B.Tech,Hyderabad,Data Analyst Intern
88,Alice1930,21,16,14,B.Tech,Hyderabad,Data Analyst Intern
89,Alice1945,30,10,6,B.Com,Chennai,Web Developer Intern
90,Alice1945,30,10,6,B.Com,Chennai,Web Developer Intern
91,Alice1946,26,78,15,B.Com,Delhi,Web Developer Intern
92,Alice1946,26,78,15,B.Com,Delhi,Web Developer Intern
93,Alice1955,25,30,6,B.Tech,Hyderabad,Web Developer Intern
94,Alice1955,25,30,6,B.Tech,Hyderabad,Web Developer Intern
95,Alice1964,23,57,16,MCA,Pune,Web Developer Intern
96,Alice1964,23,57,16,MCA,Pune,Web Developer Intern
97,Alice1974,22,37,6,B.Tech,Pune,Cloud Developer Intern
98,Alice198,24,2,8,B.Tech,Chennai,Cloud Developer Intern
99,Alice1987,22,53,1,B.Com,Chennai,ML Engineer Intern
100,Alice1988,27,6,12,B.Tech,Mumbai,Cloud Developer Intern
101,Alice248,27,63,6,B.Sc,Chennai,Backend Developer Intern
102,Alice248,27,63,6,B.Sc,Chennai,Backend Developer Intern
103,Alice248,27,63,6,B.Sc,Chennai,Backend Developer Intern
104,Alice248,27,63,6,B.Sc,Chennai,Backend Developer Intern
105,Alice248,27,63,6,B.Sc,Chennai,Backend Developer Intern
106,Alice248,27,63,6,B.Sc,Chennai,Backend Developer Intern
107,Alice277,24,88,13,MCA,Hyderabad,ML Engineer Intern
108,Alice277,24,88,13,MCA,Hyderabad,ML Engineer Intern
109,Alice299,20,290,17,B.Com,Hyderabad,Frontend Developer Intern
110,Alice299,20,290,17,B.Com,Hyderabad,Frontend Developer Intern
111,Alice299,20,290,17,B.Com,Hyderabad,Frontend Developer Intern
112,Alice300,28,266,4,BA,Delhi,ML Engineer Intern
113,Alice300,28,266,4,BA,Delhi,ML Engineer Intern
114,Alice304,22,77,5,BCA,Mumbai,Frontend Developer Intern
115,Alice304,22,77,5,BCA,Mumbai,Frontend Developer Intern
116,Alice304,22,77,5,BCA,Mumbai,Frontend Developer Intern
117,Alice358,21,21,10,BA,Chennai,Frontend Developer Intern
118,Alice358,21,21,10,BA,Chennai,Frontend Developer Intern
119,Alice358,21,21,10,BA,Chennai,Frontend Developer Intern
120,Alice374,25,12,17,B.Sc,Hyderabad,Cloud Developer Intern
121,Alice381,22,6,14,BA,Pune,Frontend Developer Intern
122,Alice381,22,6,14,BA,Pune,Frontend Developer Intern
123,Alice381,22,6,14,BA,Pune,Frontend Developer Intern
124,Alice386,23,78,1,BCA,Bangalore,Web Developer Intern
125,Alice386,23,78,1,BCA,Bangalore,Web Developer Intern
126,Alice426,20,23,15,MCA,Bangalore,Web Developer Intern
127,Alice426,20,23,15,MCA,Bangalore,Web Developer Intern
128,Alice434,23,211,15,B.Tech,Delhi,ML Engineer Intern
129,Alice434,23,211,15,B.Tech,Delhi,ML Engineer Intern
130,Alice453,23,52,14,B.Sc,Bangalore,ML Engineer Intern
131,Alice475,30,3,16,BA,Chennai,Cloud Developer Intern
132,Alice479,29,8,6,B.Com,Mumbai,ML Engineer Intern
133,Alice481,20,12,10,BA,Pune,Frontend Developer Intern
134,Alice481,20,12,10,BA,Pune,Frontend Developer Intern
135,Alice481,20,12,10,BA,Pune,Frontend Developer Intern
136,Alice487,30,7,9,BCA,Chennai,ML Engineer Intern
137,Alice501,21,30,1,MCA,Hyderabad,Web Developer Intern
138,Alice501,21,30,1,MCA,Hyderabad,Web Developer Intern
139,Alice51,30,49,17,B.Tech,Delhi,Cloud Developer Intern
140,Alice537,27,193,13,B.Tech,Hyderabad,Cloud Developer Intern
141,Alice567,23,271,4,B.Com,Hyderabad,Frontend Developer Intern
142,Alice567,23,271,4,B.Com,Hyderabad,Frontend Developer Intern
143,Alice567,23,271,4,B.Com,Hyderabad,Frontend Developer Intern
144,Alice572,20,166,2,B.Com,Pune,Web Developer Intern
145,Alice572,20,166,2,B.Com,Pune,Web Developer Intern
146,Alice585,24,29,5,B.Tech,Hyderabad,Data Analyst Intern
147,Alice585,24,29,5,B.Tech,Hyderabad,Data Analyst Intern
148,Alice597,30,64,17,B.Tech,Mumbai,Cloud Developer Intern
149,Alice611,22,10,4,BA,Mumbai,Data Analyst Intern
150,Alice611,22,10,4,BA,Mumbai,Data Analyst Intern
151,Alice620,26,137,6,B.Sc,Mumbai,Cloud Developer Intern
152,Alice626,23,9,3,BCA,Pune,Web Developer Intern
153,Alice626,23,9,3,BCA,Pune,Web Developer Intern
154,Alice637,26,218,17,B.Sc,Pune,Web Developer Intern
155,Alice637,26,218,17,B.Sc,Pune,Web Developer Intern
156,Alice654,24,11,14,B.Tech,Delhi,Frontend Developer Intern
157,Alice654,24,11,14,B.Tech,Delhi,Frontend Developer Intern
158,Alice654,24,11,14,B.Tech,Delhi,Frontend Developer Intern
159,Alice70,29,74,21,MCA,Mumbai,Data Analyst Intern
160,Alice70,29,74,21,MCA,Mumbai,Data Analyst Intern
161,Alice750,23,282,15,MCA,Chennai,Web Developer Intern
162,Alice750,23,282,15,MCA,Chennai,Web Developer Intern
163,Alice753,22,77,4,BA,Bangalore,Data Analyst Intern
164,Alice753,22,77,4,BA,Bangalore,Data Analyst Intern
165,Alice764,21,7,2,B.Com,Chennai,Backend Developer Intern
166,Alice764,21,7,2,B.Com,Chennai,Backend Developer Intern
167,Alice764,21,7,2,B.Com,Chennai,Backend Developer Intern
168,Alice764,21,7,2,B.Com,Chennai,Backend Developer Intern
169,Alice764,21,7,2,B.Com,Chennai,Backend Developer Intern
170,Alice764,21,7,2,B.Com,Chennai,Backend Developer Intern
171,Alice775,29,7,5,BCA,Chennai,Frontend Developer Intern
172,Alice775,29,7,5,BCA,Chennai,Frontend Developer Intern
173,Alice775,29,7,5,BCA,Chennai,Frontend Developer Intern
174,Alice789,29,72,21,B.Tech,Hyderabad,Data Analyst Intern
175,Alice789,29,72,21,B.Tech,Hyderabad,Data Analyst Intern
176,Alice79,24,97,1,B.Com,Delhi,Cloud Developer Intern
177,Alice799,22,224,13,BCA,Pune,ML Engineer Intern
178,Alice799,22,224,13,BCA,Pune,ML Engineer Intern
179,Alice831,24,149,11,MCA,Mumbai,ML Engineer Intern
180,Alice831,24,149,11,MCA,Mumbai,ML Engineer Intern
181,Alice868,21,92,7,BCA,Bangalore,Cloud Developer Intern
182,Alice885,20,12,15,MCA,Pune,Web Developer Intern
183,Alice885,20,12,15,MCA,Pune,Web Developer Intern
184,Alice891,30,72,18,B.Sc,Mumbai,Cloud Developer Intern
185,Alice970,26,29,11,B.Com,Mumbai,ML Engineer Intern
186,Bob1017,24,11,12,MCA,Bangalore,Cloud Developer Intern
187,Bob1048,28,23,19,BCA,Delhi,ML Engineer Intern
188,Bob1099,23,31,2,B.Tech,Mumbai,Web Developer Intern
189,Bob1099,23,31,2,B.Tech,Mumbai,Web Developer Intern
190,Bob1107,30,5,2,B.Com,Chennai,ML Engineer Intern
191,Bob1121,23,241,7,BA,Mumbai,Data Analyst Intern
192,Bob1121,23,241,7,BA,Mumbai,Data Analyst Intern
193,Bob1125,30,6,5,B.Tech,Delhi,Frontend Developer Intern
194,Bob1125,30,6,5,B.Tech,Delhi,Frontend Developer Intern
195,Bob1125,30,6,5,B.Tech,Delhi,Frontend Developer Intern
196,Bob1145,22,57,2,B.Tech,Chennai,Data Analyst Intern
197,Bob1145,22,57,2,B.Tech,Chennai,Data Analyst Intern
198,Bob1154,25,37,14,BA,Pune,Cloud Developer Intern
199,Bob1164,29,12,16,B.Com,Pune,Cloud Developer Intern
200,Bob1167,29,29,13,B.Sc,Mumbai,ML Engineer Intern
201,Bob1175,21,60,21,B.Sc,Delhi,ML Engineer Intern
202,Bob1188,23,36,5,B.Tech,Hyderabad,Cloud Developer Intern
203,Bob1199,30,196,20,B.Sc,Pune,Cloud Developer Intern
204,Bob1216,22,5,11,BA,Chennai,Data Analyst Intern
205,Bob1216,22,5,11,BA,Chennai,Data Analyst Intern
206,Bob1279,25,34,1,BA,Delhi,Cloud Developer Intern
207,Bob1282,23,7,5,B.Sc,Hyderabad,Frontend Developer Intern
208,Bob1282,23,7,5,B.Sc,Hyderabad,Frontend Developer Intern
209,Bob1282,23,7,5,B.Sc,Hyderabad,Frontend Developer Intern
210,Bob1355,24,67,13,BCA,Pune,ML Engineer Intern
211,Bob143,26,8,2,B.Sc,Pune,ML Engineer Intern
212,Bob1430,27,10,18,B.Com,Mumbai,Cloud Developer Intern
213,Bob1436,25,181,11,B.Sc,Bangalore,Cloud Developer Intern
214,Bob1452,29,28,6,BCA,Mumbai,Web Developer Intern
215,Bob1452,29,28,6,BCA,Mumbai,Web Developer Intern
216,Bob1464,29,81,19,MCA,Mumbai,ML Engineer Intern
217,Bob1474,21,57,15,BA,Chennai,Data Analyst Intern
218,Bob1474,21,57,15,BA,Chennai,Data Analyst Intern
219,Bob157,29,286,15,B.Com,Pune,ML Engineer Intern
220,Bob157,29,286,15,B.Com,Pune,ML Engineer Intern
221,Bob158,24,71,4,B.Com,Hyderabad,ML Engineer Intern
222,Bob1646,26,209,4,B.Sc,Delhi,ML Engineer Intern
223,Bob1646,26,209,4,B.Sc,Delhi,ML Engineer Intern
224,Bob1651,30,32,11,B.Sc,Pune,Web Developer Intern
225,Bob1651,30,32,11,B.Sc,Pune,Web Developer Intern
226,Bob166,23,94,4,MCA,Mumbai,Cloud Developer Intern
227,Bob1680,28,82,1,MCA,Bangalore,Cloud Developer Intern
228,Bob1689,23,74,18,B.Tech,Hyderabad,Cloud Developer Intern
229,Bob169,26,71,21,BCA,Hyderabad,ML Engineer Intern
230,Bob1699,26,33,16,B.Sc,Pune,Web Developer Intern
231,Bob1699,26,33,16,B.Sc,Pune,Web Developer Intern
232,Bob1738,25,8,5,B.Com,Hyderabad,ML Engineer Intern
233,Bob1752,25,66,2,BCA,Delhi,Web Developer Intern
234,Bob1752,25,66,2,BCA,Delhi,Web Developer Intern
235,Bob1757,23,18,2,BCA,Hyderabad,Frontend Developer Intern
236,Bob1757,23,18,2,BCA,Hyderabad,Frontend Developer Intern
237,Bob1757,23,18,2,BCA,Hyderabad,Frontend Developer Intern
238,Bob178,25,10,21,B.Sc,Delhi,Frontend Developer Intern
239,Bob178,25,10,21,B.Sc,Delhi,Frontend Developer Intern
240,Bob178,25,10,21,B.Sc,Delhi,Frontend Developer Intern
241,Bob180,27,19,1,BCA,Hyderabad,ML Engineer Intern
242,Bob1815,21,31,20,MCA,Bangalore,ML Engineer Intern
243,Bob1842,27,10,17,B.Tech,Delhi,Cloud Developer Intern
244,Bob1852,22,8,1,MCA,Bangalore,ML Engineer Intern
245,Bob1857,20,6,18,B.Tech,Bangalore,Cloud Developer Intern
246,Bob1859,23,3,8,B.Com,Bangalore,Cloud Developer Intern
247,Bob1903,24,11,20,B.Tech,Chennai,Data Analyst Intern
248,Bob1903,24,11,20,B.Tech,Chennai,Data Analyst Intern
249,Bob1920,25,43,17,B.Sc,Chennai,Cloud Developer Intern
250,Bob193,30,29,3,MCA,Chennai,Cloud Developer Intern
251,Bob1933,20,29,9,BCA,Hyderabad,ML Engineer Intern
252,Bob197,24,240,1,MCA,Hyderabad,Frontend Developer Intern
253,Bob197,24,240,1,MCA,Hyderabad,Frontend Developer Intern
254,Bob197,24,240,1,MCA,Hyderabad,Frontend Developer Intern
255,Bob1980,29,59,4,B.Sc,Hyderabad,ML Engineer Intern
256,Bob1996,29,8,4,BCA,Pune,ML Engineer Intern
257,Bob1999,25,41,1,B.Tech,Delhi,Cloud Developer Intern
258,Bob207,25,154,2,B.Sc,Mumbai,ML Engineer Intern
259,Bob207,25,154,2,B.Sc,Mumbai,ML Engineer Intern
260,Bob242,20,153,5,B.Tech,Pune,Web Developer Intern
261,Bob242,20,153,5,B.Tech,Pune,Web Developer Intern
262,Bob266,30,44,7,BCA,Pune,ML Engineer Intern
263,Bob272,28,233,2,MCA,Mumbai,Data Analyst Intern
264,Bob272,28,233,2,MCA,Mumbai,Data Analyst Intern
265,Bob274,21,4,4,MCA,Pune,ML Engineer Intern
266,Bob296,28,10,6,BCA,Delhi,Web Developer Intern
267,Bob296,28,10,6,BCA,Delhi,Web Developer Intern
268,Bob303,21,33,2,MCA,Pune,Web Developer Intern
269,Bob303,21,33,2,MCA,Pune,Web Developer Intern
270,Bob305,23,210,2,B.Tech,Delhi,Data Analyst Intern
271,Bob305,23,210,2,B.Tech,Delhi,Data Analyst Intern
272,Bob329,29,292,1,BA,Pune,Web Developer Intern
273,Bob329,29,292,1,BA,Pune,Web Developer Intern
274,Bob416,23,9,8,B.Com,Hyderabad,Cloud Developer Intern
275,Bob447,27,74,18,B.Sc,Mumbai,Data Analyst Intern
276,Bob447,27,74,18,B.Sc,Mumbai,Data Analyst Intern
277,Bob455,22,3,2,B.Com,Chennai,Cloud Developer Intern
278,Bob46,25,118,8,B.Com,Delhi,Cloud Developer Intern
279,Bob468,30,243,2,B.Com,Bangalore,ML Engineer Intern
280,Bob468,30,243,2,B.Com,Bangalore,ML Engineer Intern
281,Bob486,28,1,9,MCA,Pune,ML Engineer Intern
282,Bob489,21,4,11,B.Tech,Mumbai,Data Analyst Intern
283,Bob489,21,4,11,B.Tech,Mumbai,Data Analyst Intern
284,Bob50,27,5,13,B.Tech,Mumbai,Data Analyst Intern
285,Bob50,27,5,13,B.Tech,Mumbai,Data Analyst Intern
286,Bob503,23,28,12,MCA,Hyderabad,Frontend Developer Intern
287,Bob503,23,28,12,MCA,Hyderabad,Frontend Developer Intern
288,Bob503,23,28,12,MCA,Hyderabad,Frontend Developer Intern
289,Bob517,25,7,2,MCA,Chennai,Backend Developer Intern
290,Bob517,25,7,2,MCA,Chennai,Backend Developer Intern
291,Bob517,25,7,2,MCA,Chennai,Backend Developer Intern
292,Bob517,25,7,2,MCA,Chennai,Backend Developer Intern
293,Bob517,25,7,2,MCA,Chennai,Backend Developer Intern
294,Bob517,25,7,2,MCA,Chennai,Backend Developer Intern
295,Bob539,20,174,16,B.Com,Delhi,Cloud Developer Intern
296,Bob562,22,82,1,B.Com,Delhi,Web Developer Intern
297,Bob562,22,82,1,B.Com,Delhi,Web Developer Intern
298,Bob580,22,54,9,BA,Bangalore,Data Analyst Intern
299,Bob580,22,54,9,BA,Bangalore,Data Analyst Intern
300,Bob625,28,8,20,BCA,Mumbai,ML Engineer Intern
301,Bob628,24,2,4,MCA,Pune,Web Developer Intern
302,Bob628,24,2,4,MCA,Pune,Web Developer Intern
303,Bob630,23,136,12,MCA,Pune,Web Developer Intern
304,Bob630,23,136,12,MCA,Pune,Web Developer Intern
305,Bob646,25,291,10,B.Com,Hyderabad,Frontend Developer Intern
306,Bob646,25,291,10,B.Com,Hyderabad,Frontend Developer Intern
307,Bob646,25,291,10,B.Com,Hyderabad,Frontend Developer Intern
308,Bob670,23,4,7,B.Com,Delhi,ML Engineer Intern
309,Bob707,21,6,14,MCA,Chennai,Backend Developer Intern
310,Bob707,21,6,14,MCA,Chennai,Backend Developer Intern
311,Bob707,21,6,14,MCA,Chennai,Backend Developer Intern
312,Bob707,21,6,14,MCA,Chennai,Backend Developer Intern
313,Bob707,21,6,14,MCA,Chennai,Backend Developer Intern
314,Bob707,21,6,14,MCA,Chennai,Backend Developer Intern
315,Bob749,25,9,8,B.Com,Chennai,Cloud Developer Intern
316,Bob766,25,7,15,BCA,Bangalore,Web Developer Intern
317,Bob766,25,7,15,BCA,Bangalore,Web Developer Intern
318,Bob779,24,5,19,B.Sc,Delhi,ML Engineer Intern
319,Bob787,26,4,8,BA,Chennai,Cloud Developer Intern
320,Bob792,22,244,2,MCA,Delhi,ML Engineer Intern
321,Bob792,22,244,2,MCA,Delhi,ML Engineer Intern
322,Bob798,22,262,7,BCA,Delhi,Web Developer Intern
323,Bob798,22,262,7,BCA,Delhi,Web Developer Intern
324,Bob817,20,172,11,MCA,Hyderabad,Web Developer Intern
325,Bob817,20,172,11,MCA,Hyderabad,Web Developer Intern
326,Bob824,25,10,5,B.Sc,Hyderabad,Frontend Developer Intern
327,Bob824,25,10,5,B.Sc,Hyderabad,Frontend Developer Intern
328,Bob824,25,10,5,B.Sc,Hyderabad,Frontend Developer Intern
329,Bob835,22,51,2,B.Sc,Hyderabad,ML Engineer Intern
330,Bob889,26,68,12,B.Sc,Hyderabad,Frontend Developer Intern
331,Bob889,26,68,12,B.Sc,Hyderabad,Frontend Developer Intern
332,Bob889,26,68,12,B.Sc,Hyderabad,Frontend Developer Intern
333,Bob890,20,6,14,B.Com,Mumbai,Frontend Developer Intern
334,Bob890,20,6,14,B.Com,Mumbai,Frontend Developer Intern
335,Bob890,20,6,14,B.Com,Mumbai,Frontend Developer Intern
336,Bob892,30,3,10,B.Tech,Chennai,Cloud Developer Intern
337,Bob940,23,5,2,B.Tech,Mumbai,Data Analyst Intern
338,Bob940,23,5,2,B.Tech,Mumbai,Data Analyst Intern
339,Bob994,25,168,6,B.Sc,Delhi,ML Engineer Intern
340,Bob994,25,168,6,B.Sc,Delhi,ML Engineer Intern
341,Charlie101,30,66,6,B.Tech,Chennai,Web Developer Intern
342,Charlie101,30,66,6,B.Tech,Chennai,Web Developer Intern
343,Charlie1015,21,99,9,BCA,Bangalore,Cloud Developer Intern
344,Charlie1031,28,249,17,BCA,Mumbai,Cloud Developer Intern
345,Charlie1077,25,13,3,BCA,Hyderabad,Cloud Developer Intern
346,Charlie1088,28,5,21,MCA,Delhi,ML Engineer Intern
347,Charlie1110,20,9,2,MCA,Mumbai,Backend Developer Intern
348,Charlie1110,20,9,2,MCA,Mumbai,Backend Developer Intern
349,Charlie1110,20,9,2,MCA,Mumbai,Backend Developer Intern
350,Charlie1110,20,9,2,MCA,Mumbai,Backend Developer Intern
351,Charlie1110,20,9,2,MCA,Mumbai,Backend Developer Intern
352,Charlie1110,20,9,2,MCA,Mumbai,Backend Developer Intern
353,Charlie1111,23,115,3,BCA,Pune,Web Developer Intern
354,Charlie1111,23,115,3,BCA,Pune,Web Developer Intern
355,Charlie1134,26,12,4,BCA,Hyderabad,ML Engineer Intern
356,Charlie1155,25,70,17,MCA,Chennai,Cloud Developer Intern
357,Charlie1194,25,36,1,B.Sc,Mumbai,Cloud Developer Intern
358,Charlie12,23,187,16,B.Com,Pune,Web Developer Intern
359,Charlie12,23,187,16,B.Com,Pune,Web Developer Intern
360,Charlie1201,24,70,2,MCA,Delhi,ML Engineer Intern
361,Charlie1206,25,291,16,B.Tech,Pune,Web Developer Intern
362,Charlie1206,25,291,16,B.Tech,Pune,Web Developer Intern
363,Charlie121,27,68,3,B.Sc,Chennai,Cloud Developer Intern
364,Charlie1267,23,3,21,B.Sc,Delhi,Cloud Developer Intern
365,Charlie1328,22,10,1,BA,Hyderabad,Frontend Developer Intern
366,Charlie1328,22,10,1,BA,Hyderabad,Frontend Developer Intern
367,Charlie1328,22,10,1,BA,Hyderabad,Frontend Developer Intern
368,Charlie1330,27,12,11,B.Sc,Delhi,Web Developer Intern
369,Charlie1330,27,12,11,B.Sc,Delhi,Web Developer Intern
370,Charlie1331,27,3,18,BA,Chennai,Cloud Developer Intern
371,Charlie136,26,29,12,BCA,Pune,Web Developer Intern
372,Charlie136,26,29,12,BCA,Pune,Web Developer Intern
373,Charlie1381,23,144,3,MCA,Pune,Web Developer Intern
374,Charlie1381,23,144,3,MCA,Pune,Web Developer Intern
375,Charlie1416,27,267,2,B.Sc,Mumbai,Web Developer Intern
376,Charlie1416,27,267,2,B.Sc,Mumbai,Web Developer Intern
377,Charlie1429,28,4,1,MCA,Chennai,ML Engineer Intern
378,Charlie1437,21,187,12,B.Sc,Bangalore,Cloud Developer Intern
379,Charlie1486,23,11,18,BA,Bangalore,Cloud Developer Intern
380,Charlie1507,28,129,1,BA,Delhi,ML Engineer Intern
381,Charlie1507,28,129,1,BA,Delhi,ML Engineer Intern
382,Charlie1533,20,112,10,B.Tech,Mumbai,Data Analyst Intern
383,Charlie1533,20,112,10,B.Tech,Mumbai,Data Analyst Intern
384,Charlie1550,22,6,4,BA,Mumbai,Data Analyst Intern
385,Charlie1550,22,6,4,BA,Mumbai,Data Analyst Intern
386,Charlie156,21,1,19,MCA,Chennai,ML Engineer Intern
387,Charlie1577,25,287,3,BA,Delhi,ML Engineer Intern
388,Charlie1577,25,287,3,BA,Delhi,ML Engineer Intern
389,Charlie1586,28,1,18,BCA,Bangalore,Cloud Developer Intern
390,Charlie164,24,247,16,MCA,Pune,Web Developer Intern
391,Charlie164,24,247,16,MCA,Pune,Web Developer Intern
392,Charlie1659,29,156,5,BCA,Hyderabad,ML Engineer Intern
393,Charlie1659,29,156,5,BCA,Hyderabad,ML Engineer Intern
394,Charlie1671,28,25,7,B.Sc,Delhi,ML Engineer Intern
395,Charlie1703,23,12,4,B.Sc,Delhi,ML Engineer Intern
396,Charlie171,26,12,10,BCA,Hyderabad,Frontend Developer Intern
397,Charlie171,26,12,10,BCA,Hyderabad,Frontend Developer Intern
398,Charlie171,26,12,10,BCA,Hyderabad,Frontend Developer Intern
399,Charlie1724,21,235,17,BA,Bangalore,Cloud Developer Intern
400,Charlie1734,22,152,13,BCA,Mumbai,ML Engineer Intern
401,Charlie1734,22,152,13,BCA,Mumbai,ML Engineer Intern
402,Charlie1735,30,1,7,B.Sc,Mumbai,Web Developer Intern
403,Charlie1735,30,1,7,B.Sc,Mumbai,Web Developer Intern
404,Charlie175,22,52,14,BA,Hyderabad,Frontend Developer Intern
405,Charlie175,22,52,14,BA,Hyderabad,Frontend Developer Intern
406,Charlie175,22,52,14,BA,Hyderabad,Frontend Developer Intern
407,Charlie1751,25,36,6,B.Tech,Pune,Cloud Developer Intern
408,Charlie1771,23,241,2,MCA,Pune,Web Developer Intern
409,Charlie1771,23,241,2,MCA,Pune,Web Developer Intern
410,Charlie1794,20,11,16,BCA,Delhi,Cloud Developer Intern
